"sac_train/steps","gentle-surf-19 - _step","gentle-surf-19 - _step__MIN","gentle-surf-19 - _step__MAX","gentle-surf-19 - sac_train/episode_return","gentle-surf-19 - sac_train/episode_return__MIN","gentle-surf-19 - sac_train/episode_return__MAX","vivid-river-17 - _step","vivid-river-17 - _step__MIN","vivid-river-17 - _step__MAX","vivid-river-17 - sac_train/episode_return","vivid-river-17 - sac_train/episode_return__MIN","vivid-river-17 - sac_train/episode_return__MAX","likely-lion-15 - _step","likely-lion-15 - _step__MIN","likely-lion-15 - _step__MAX","likely-lion-15 - sac_train/episode_return","likely-lion-15 - sac_train/episode_return__MIN","likely-lion-15 - sac_train/episode_return__MAX","gentle-rain-13 - _step","gentle-rain-13 - _step__MIN","gentle-rain-13 - _step__MAX","gentle-rain-13 - sac_train/episode_return","gentle-rain-13 - sac_train/episode_return__MIN","gentle-rain-13 - sac_train/episode_return__MAX","clean-bee-10 - _step","clean-bee-10 - _step__MIN","clean-bee-10 - _step__MAX","clean-bee-10 - sac_train/episode_return","clean-bee-10 - sac_train/episode_return__MIN","clean-bee-10 - sac_train/episode_return__MAX"
"14600","1531","1531","1531","-221.08093163907316","-221.08093163907316","-221.08093163907316","1531","1531","1531","-123.69853833283301","-123.69853833283301","-123.69853833283301","1531","1531","1531","-127.60092156443261","-127.60092156443261","-127.60092156443261","1531","1531","1531","-123.78898805692853","-123.78898805692853","-123.78898805692853","1531","1531","1531","-239.1247130007477","-239.1247130007477","-239.1247130007477"
"14800","1552","1552","1552","-123.35319868202336","-123.35319868202336","-123.35319868202336","1552","1552","1552","-243.5433351002901","-243.5433351002901","-243.5433351002901","1552","1552","1552","-124.47689698832654","-124.47689698832654","-124.47689698832654","1552","1552","1552","-114.97285301683824","-114.97285301683824","-114.97285301683824","1552","1552","1552","-120.40491596429099","-120.40491596429099","-120.40491596429099"
"15000","1573","1573","1573","-125.4894813816727","-125.4894813816727","-125.4894813816727","1573","1573","1573","-499.3376433645233","-499.3376433645233","-499.3376433645233","1573","1573","1573","-119.20841020978605","-119.20841020978605","-119.20841020978605","1573","1573","1573","-286.3261648426175","-286.3261648426175","-286.3261648426175","1573","1573","1573","-118.14424090347683","-118.14424090347683","-118.14424090347683"
"15200","1594","1594","1594","-123.8274337840032","-123.8274337840032","-123.8274337840032","1594","1594","1594","-119.34885073484796","-119.34885073484796","-119.34885073484796","1594","1594","1594","-124.17517222190152","-124.17517222190152","-124.17517222190152","1594","1594","1594","-125.95392176580074","-125.95392176580074","-125.95392176580074","1594","1594","1594","-119.16441386403218","-119.16441386403218","-119.16441386403218"
"15400","1615","1615","1615","-333.4665275212572","-333.4665275212572","-333.4665275212572","1615","1615","1615","-232.05339689343901","-232.05339689343901","-232.05339689343901","1615","1615","1615","-376.0803998206276","-376.0803998206276","-376.0803998206276","1615","1615","1615","-120.26475030075682","-120.26475030075682","-120.26475030075682","1615","1615","1615","-120.42856757951462","-120.42856757951462","-120.42856757951462"
"15600","1636","1636","1636","-116.01002173311241","-116.01002173311241","-116.01002173311241","1636","1636","1636","-2.3581059796818975","-2.3581059796818975","-2.3581059796818975","1636","1636","1636","-243.50642403306452","-243.50642403306452","-243.50642403306452","1636","1636","1636","-119.19758849223969","-119.19758849223969","-119.19758849223969","1636","1636","1636","-128.39381323022135","-128.39381323022135","-128.39381323022135"
"15800","1657","1657","1657","-334.96742477766685","-334.96742477766685","-334.96742477766685","1657","1657","1657","-242.167764217166","-242.167764217166","-242.167764217166","1657","1657","1657","-119.78930009485079","-119.78930009485079","-119.78930009485079","1657","1657","1657","-271.2587963733409","-271.2587963733409","-271.2587963733409","1657","1657","1657","-122.51084487349083","-122.51084487349083","-122.51084487349083"
"16000","1678","1678","1678","-123.01552043238318","-123.01552043238318","-123.01552043238318","1678","1678","1678","-121.70464118524605","-121.70464118524605","-121.70464118524605","1678","1678","1678","-119.93462130971612","-119.93462130971612","-119.93462130971612","1678","1678","1678","-235.9474264796046","-235.9474264796046","-235.9474264796046","1678","1678","1678","-0.6369219888280307","-0.6369219888280307","-0.6369219888280307"
"16200","1699","1699","1699","-119.04915913250953","-119.04915913250953","-119.04915913250953","1699","1699","1699","-116.44974874485904","-116.44974874485904","-116.44974874485904","1699","1699","1699","-360.4720802447467","-360.4720802447467","-360.4720802447467","1699","1699","1699","-123.51065486327063","-123.51065486327063","-123.51065486327063","1699","1699","1699","-250.36728179295216","-250.36728179295216","-250.36728179295216"
"16400","1720","1720","1720","-118.36464515194578","-118.36464515194578","-118.36464515194578","1720","1720","1720","-383.08083613438447","-383.08083613438447","-383.08083613438447","1720","1720","1720","-126.81126249841861","-126.81126249841861","-126.81126249841861","1720","1720","1720","-127.04405327307947","-127.04405327307947","-127.04405327307947","1720","1720","1720","-227.53511484307262","-227.53511484307262","-227.53511484307262"
"16600","1741","1741","1741","-117.41209830997445","-117.41209830997445","-117.41209830997445","1741","1741","1741","-121.73586916503493","-121.73586916503493","-121.73586916503493","1741","1741","1741","-125.86095516195753","-125.86095516195753","-125.86095516195753","1741","1741","1741","-125.65206638936972","-125.65206638936972","-125.65206638936972","1741","1741","1741","-128.15789319182855","-128.15789319182855","-128.15789319182855"
"16800","1762","1762","1762","-338.1303793252353","-338.1303793252353","-338.1303793252353","1762","1762","1762","-123.73014915406974","-123.73014915406974","-123.73014915406974","1762","1762","1762","-238.67078159503095","-238.67078159503095","-238.67078159503095","1762","1762","1762","-125.3585729795616","-125.3585729795616","-125.3585729795616","1762","1762","1762","-116.5107475403181","-116.5107475403181","-116.5107475403181"
"17000","1783","1783","1783","-121.04088152736527","-121.04088152736527","-121.04088152736527","1783","1783","1783","-127.54311596784856","-127.54311596784856","-127.54311596784856","1783","1783","1783","-235.06315653248112","-235.06315653248112","-235.06315653248112","1783","1783","1783","-230.22293211625478","-230.22293211625478","-230.22293211625478","1783","1783","1783","-130.2219301525868","-130.2219301525868","-130.2219301525868"
"17200","1804","1804","1804","-120.54146424489095","-120.54146424489095","-120.54146424489095","1804","1804","1804","-0.8441779755926913","-0.8441779755926913","-0.8441779755926913","1804","1804","1804","-246.83593707620926","-246.83593707620926","-246.83593707620926","1804","1804","1804","-116.52727302646898","-116.52727302646898","-116.52727302646898","1804","1804","1804","-118.66979015943095","-118.66979015943095","-118.66979015943095"
"17400","1825","1825","1825","-118.40465063558507","-118.40465063558507","-118.40465063558507","1825","1825","1825","-2.896041439308705","-2.896041439308705","-2.896041439308705","1825","1825","1825","-123.0774207412708","-123.0774207412708","-123.0774207412708","1825","1825","1825","-117.18646664786732","-117.18646664786732","-117.18646664786732","1825","1825","1825","-119.16337421959558","-119.16337421959558","-119.16337421959558"
"17600","1846","1846","1846","-118.950471731697","-118.950471731697","-118.950471731697","1846","1846","1846","-124.53877164293287","-124.53877164293287","-124.53877164293287","1846","1846","1846","-125.61196488440525","-125.61196488440525","-125.61196488440525","1846","1846","1846","-237.88629530827373","-237.88629530827373","-237.88629530827373","1846","1846","1846","-256.6331550544125","-256.6331550544125","-256.6331550544125"
"17800","1867","1867","1867","-228.84739817849334","-228.84739817849334","-228.84739817849334","1867","1867","1867","-120.76046468205347","-120.76046468205347","-120.76046468205347","1867","1867","1867","-118.31024244775912","-118.31024244775912","-118.31024244775912","1867","1867","1867","-117.39749507608673","-117.39749507608673","-117.39749507608673","1867","1867","1867","-236.6719490249471","-236.6719490249471","-236.6719490249471"
"18000","1888","1888","1888","-353.11202594534564","-353.11202594534564","-353.11202594534564","1888","1888","1888","-245.99848152916113","-245.99848152916113","-245.99848152916113","1888","1888","1888","-230.5883475409615","-230.5883475409615","-230.5883475409615","1888","1888","1888","-362.5687043759946","-362.5687043759946","-362.5687043759946","1888","1888","1888","-247.83311476459002","-247.83311476459002","-247.83311476459002"
"18200","1909","1909","1909","-0.4707318537882128","-0.4707318537882128","-0.4707318537882128","1909","1909","1909","-120.53181556049734","-120.53181556049734","-120.53181556049734","1909","1909","1909","-125.74593908780922","-125.74593908780922","-125.74593908780922","1909","1909","1909","-239.14515216486885","-239.14515216486885","-239.14515216486885","1909","1909","1909","-2.6036706165606818","-2.6036706165606818","-2.6036706165606818"
"18400","1930","1930","1930","-126.38274563991159","-126.38274563991159","-126.38274563991159","1930","1930","1930","-239.31773750999923","-239.31773750999923","-239.31773750999923","1930","1930","1930","-373.62960457700416","-373.62960457700416","-373.62960457700416","1930","1930","1930","-123.67350837761391","-123.67350837761391","-123.67350837761391","1930","1930","1930","-124.41091577123659","-124.41091577123659","-124.41091577123659"
"18600","1951","1951","1951","-119.86010744096569","-119.86010744096569","-119.86010744096569","1951","1951","1951","-121.41671875980732","-121.41671875980732","-121.41671875980732","1951","1951","1951","-1.5306110251350094","-1.5306110251350094","-1.5306110251350094","1951","1951","1951","-119.96103676415379","-119.96103676415379","-119.96103676415379","1951","1951","1951","-120.759823983143","-120.759823983143","-120.759823983143"
"18800","1972","1972","1972","-234.5115627748164","-234.5115627748164","-234.5115627748164","1972","1972","1972","-1.9936895928382128","-1.9936895928382128","-1.9936895928382128","1972","1972","1972","-121.91523975468809","-121.91523975468809","-121.91523975468809","1972","1972","1972","-123.17531125748638","-123.17531125748638","-123.17531125748638","1972","1972","1972","-242.00341431297832","-242.00341431297832","-242.00341431297832"
"19000","1993","1993","1993","-126.74451720378397","-126.74451720378397","-126.74451720378397","1993","1993","1993","-115.53127945875389","-115.53127945875389","-115.53127945875389","1993","1993","1993","-241.47769708598088","-241.47769708598088","-241.47769708598088","1993","1993","1993","-117.28212422377034","-117.28212422377034","-117.28212422377034","1993","1993","1993","-118.24913594843893","-118.24913594843893","-118.24913594843893"
"19200","2014","2014","2014","-119.60682707282314","-119.60682707282314","-119.60682707282314","2014","2014","2014","-243.11863766913868","-243.11863766913868","-243.11863766913868","2014","2014","2014","-1.7213690123196843","-1.7213690123196843","-1.7213690123196843","2014","2014","2014","-120.77744597477441","-120.77744597477441","-120.77744597477441","2014","2014","2014","-254.17387053555422","-254.17387053555422","-254.17387053555422"
"19400","2035","2035","2035","-118.67878114230663","-118.67878114230663","-118.67878114230663","2035","2035","2035","-120.53855323123356","-120.53855323123356","-120.53855323123356","2035","2035","2035","-235.74301800646379","-235.74301800646379","-235.74301800646379","2035","2035","2035","-124.11887601615189","-124.11887601615189","-124.11887601615189","2035","2035","2035","-128.0132558756099","-128.0132558756099","-128.0132558756099"
"19600","2056","2056","2056","-340.10243132963063","-340.10243132963063","-340.10243132963063","2056","2056","2056","-352.2344422495991","-352.2344422495991","-352.2344422495991","2056","2056","2056","-232.08627733995635","-232.08627733995635","-232.08627733995635","2056","2056","2056","-245.5434376044359","-245.5434376044359","-245.5434376044359","2056","2056","2056","-125.09025532350077","-125.09025532350077","-125.09025532350077"
"19800","2077","2077","2077","-0.6261688525241031","-0.6261688525241031","-0.6261688525241031","2077","2077","2077","-116.97086223816846","-116.97086223816846","-116.97086223816846","2077","2077","2077","-353.7354344762861","-353.7354344762861","-353.7354344762861","2077","2077","2077","-121.16445373648274","-121.16445373648274","-121.16445373648274","2077","2077","2077","-122.20365053907665","-122.20365053907665","-122.20365053907665"
"20000","2098","2098","2098","-118.7252955848198","-118.7252955848198","-118.7252955848198","2098","2098","2098","-233.01293971874512","-233.01293971874512","-233.01293971874512","2098","2098","2098","-117.97822483045964","-117.97822483045964","-117.97822483045964","2098","2098","2098","-116.68153542983944","-116.68153542983944","-116.68153542983944","2098","2098","2098","-117.23373430790451","-117.23373430790451","-117.23373430790451"
"20200","2119","2119","2119","-121.20885489758781","-121.20885489758781","-121.20885489758781","2119","2119","2119","-1.4237025240849213","-1.4237025240849213","-1.4237025240849213","2119","2119","2119","-125.23933085966836","-125.23933085966836","-125.23933085966836","2119","2119","2119","-229.07492514490613","-229.07492514490613","-229.07492514490613","2119","2119","2119","-244.2385128032076","-244.2385128032076","-244.2385128032076"
"20400","2140","2140","2140","-126.24002415898752","-126.24002415898752","-126.24002415898752","2140","2140","2140","-121.18063262405664","-121.18063262405664","-121.18063262405664","2140","2140","2140","-2.5511842405390484","-2.5511842405390484","-2.5511842405390484","2140","2140","2140","-229.6574316394799","-229.6574316394799","-229.6574316394799","2140","2140","2140","-235.01890565610293","-235.01890565610293","-235.01890565610293"
